"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 09 02:39:07 GMT 2024","Fri Aug 09 02:39:08 GMT 2024","842","","Form Authentication","","","","validate, login successful text",""
"passed","Fri Aug 09 02:39:04 GMT 2024","Fri Aug 09 02:39:04 GMT 2024","369","","Add Remove Elements","","","","validate, add element button is visible",""
"passed","Fri Aug 09 02:39:04 GMT 2024","Fri Aug 09 02:39:04 GMT 2024","266","","Add Remove Elements","","","","validate, delete button is visible & exist",""
"passed","Fri Aug 09 02:39:02 GMT 2024","Fri Aug 09 02:39:02 GMT 2024","240","","A/B Testing","","","","validate, hearder text and ab testing header text",""
"passed","Fri Aug 09 02:39:04 GMT 2024","Fri Aug 09 02:39:05 GMT 2024","348","","Add Remove Elements","","","","validate, delete button is not visible & not exist",""
