"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 23 02:51:46 GMT 2024","Wed Oct 23 02:51:46 GMT 2024","287","","Add Remove Elements","","","","validate, delete button is visible & exist",""
"passed","Wed Oct 23 02:51:49 GMT 2024","Wed Oct 23 02:51:49 GMT 2024","853","","Form Authentication","","","","validate, login successful text",""
"passed","Wed Oct 23 02:51:46 GMT 2024","Wed Oct 23 02:51:47 GMT 2024","358","","Add Remove Elements","","","","validate, delete button is not visible & not exist",""
"passed","Wed Oct 23 02:51:46 GMT 2024","Wed Oct 23 02:51:46 GMT 2024","365","","Add Remove Elements","","","","validate, add element button is visible",""
"passed","Wed Oct 23 02:51:44 GMT 2024","Wed Oct 23 02:51:44 GMT 2024","227","","A/B Testing","","","","validate, hearder text and ab testing header text",""
