"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 20 02:33:31 GMT 2024","Sat Jul 20 02:33:32 GMT 2024","416","","Add Remove Elements","","","","validate, delete button is visible & exist",""
"passed","Sat Jul 20 02:33:35 GMT 2024","Sat Jul 20 02:33:36 GMT 2024","953","","Form Authentication","","","","validate, login successful text",""
"passed","Sat Jul 20 02:33:29 GMT 2024","Sat Jul 20 02:33:29 GMT 2024","294","","A/B Testing","","","","validate, hearder text and ab testing header text",""
"passed","Sat Jul 20 02:33:31 GMT 2024","Sat Jul 20 02:33:31 GMT 2024","828","","Add Remove Elements","","","","validate, add element button is visible",""
"passed","Sat Jul 20 02:33:32 GMT 2024","Sat Jul 20 02:33:32 GMT 2024","472","","Add Remove Elements","","","","validate, delete button is not visible & not exist",""
